student_id,skills,domain,age,govt_project,freelancer,project_impact,is_fresher,github,state,rural,female,profile_text
S00159,"fastapi, nodejs",Backend Development,31,0,0,0.6565674590408515,0,,Gujarat,0,0,"fastapi, nodejs Backend Development project_impact:0.6565674590408515"
S00160,"sales, tableau",Mobile,21,0,0,0.22486375822485588,1,https://github.com/user_160,Punjab,0,0,"sales, tableau Mobile project_impact:0.22486375822485588"
S00161,"nodejs, graphql",Finance,25,0,0,0.05562504031343325,0,,Gujarat,1,1,"nodejs, graphql Finance project_impact:0.05562504031343325"
S00162,"excel, aws",Finance,21,1,0,0.2565354842346623,1,,Karnataka,1,1,"excel, aws Finance project_impact:0.2565354842346623"
S00163,"css, figma, finance",Product,22,0,0,0.09751460920149149,1,https://github.com/user_163,Telangana,1,0,"css, figma, finance Product project_impact:0.09751460920149149"
S00164,"excel, kubernetes, computer vision, react, docker",Data Science,21,0,0,0.3117116498349189,1,,Telangana,1,1,"excel, kubernetes, computer vision, react, docker Data Science project_impact:0.3117116498349189"
S00165,"powerbi, finance",Frontend Design,24,0,0,0.07729206598681003,0,https://github.com/user_165,Punjab,0,1,"powerbi, finance Frontend Design project_impact:0.07729206598681003"
S00166,"computer vision, spring, machine learning, gcp",Data Science,28,0,1,0.6302529997999631,1,https://github.com/user_166,Rajasthan,0,1,"computer vision, spring, machine learning, gcp Data Science project_impact:0.6302529997999631"
S00167,"css, java, kubernetes, machine learning, gcp",DevOps,25,0,0,0.4417740626282535,0,,Karnataka,1,0,"css, java, kubernetes, machine learning, gcp DevOps project_impact:0.4417740626282535"
S00168,"kubernetes, computer vision, react",Product,21,0,0,0.09096098642436964,1,https://github.com/user_168,Punjab,1,1,"kubernetes, computer vision, react Product project_impact:0.09096098642436964"
S00169,"nlp, css, r",Data Science,30,0,0,0.3574188448873081,1,,Tamil Nadu,0,1,"nlp, css, r Data Science project_impact:0.3574188448873081"
S00170,"python, excel, java, nodejs, nlp",Finance,20,0,1,0.4440996577566549,1,,Karnataka,1,0,"python, excel, java, nodejs, nlp Finance project_impact:0.4440996577566549"
S00171,"deep learning, marketing, gcp",Frontend Design,18,0,1,0.5489381406812898,0,https://github.com/user_171,Telangana,1,0,"deep learning, marketing, gcp Frontend Design project_impact:0.5489381406812898"
S00172,"python, machine learning",Mobile,23,1,0,0.30874984442096015,1,https://github.com/user_172,Gujarat,1,1,"python, machine learning Mobile project_impact:0.30874984442096015"
S00173,"kubernetes, figma",Backend Development,31,0,1,0.2634855755096844,1,,Gujarat,1,1,"kubernetes, figma Backend Development project_impact:0.2634855755096844"
S00174,"react, computer vision, excel",Data Science,30,0,1,0.22435020061350575,0,https://github.com/user_174,Karnataka,0,0,"react, computer vision, excel Data Science project_impact:0.22435020061350575"
S00175,"finance, ios, kubernetes",Product,29,0,0,0.09763972427310315,1,https://github.com/user_175,Tamil Nadu,0,1,"finance, ios, kubernetes Product project_impact:0.09763972427310315"
S00176,"sales, nodejs",Finance,18,0,0,0.08702044172927358,1,https://github.com/user_176,Rajasthan,0,1,"sales, nodejs Finance project_impact:0.08702044172927358"
S00177,"gcp, ios, kubernetes, tableau",Finance,25,0,0,0.5348241556731368,1,https://github.com/user_177,Kerala,0,1,"gcp, ios, kubernetes, tableau Finance project_impact:0.5348241556731368"
S00178,"marketing, gcp",DevOps,24,1,0,0.22365136604217645,1,https://github.com/user_178,Karnataka,0,0,"marketing, gcp DevOps project_impact:0.22365136604217645"
S00179,"sql, react, kubernetes, python",Backend Development,22,0,0,0.668933737329446,1,https://github.com/user_179,Tamil Nadu,0,1,"sql, react, kubernetes, python Backend Development project_impact:0.668933737329446"
S00180,"excel, kubernetes, business analysis, android, ux",Data Science,18,0,0,0.22348629440978882,1,,Telangana,0,1,"excel, kubernetes, business analysis, android, ux Data Science project_impact:0.22348629440978882"
S00181,"android, finance, graphql, aws",Frontend Design,26,0,1,0.3223242131879327,1,https://github.com/user_181,Maharashtra,0,1,"android, finance, graphql, aws Frontend Design project_impact:0.3223242131879327"
S00182,"spring, sales",DevOps,25,0,0,0.139454818471662,1,https://github.com/user_182,Karnataka,0,1,"spring, sales DevOps project_impact:0.139454818471662"
S00183,"java, excel, ios, business analysis, sql",Finance,31,0,1,0.19835580834393116,1,,Maharashtra,0,0,"java, excel, ios, business analysis, sql Finance project_impact:0.19835580834393116"
S00184,"aws, powerbi, nodejs, python",DevOps,25,0,0,0.3112342668257452,1,https://github.com/user_184,Gujarat,0,0,"aws, powerbi, nodejs, python DevOps project_impact:0.3112342668257452"
S00185,"graphql, python, ios",DevOps,30,0,0,0.2574453065910782,0,,Gujarat,0,1,"graphql, python, ios DevOps project_impact:0.2574453065910782"
S00186,"java, html, python, sql, ux",Finance,18,0,1,0.8351175715693151,1,https://github.com/user_186,Punjab,1,0,"java, html, python, sql, ux Finance project_impact:0.8351175715693151"
S00187,"docker, gcp, r",Marketing,28,0,0,0.14149844079775173,1,,Tamil Nadu,0,0,"docker, gcp, r Marketing project_impact:0.14149844079775173"
S00188,"machine learning, fastapi",Marketing,27,0,0,0.31201641287016296,1,https://github.com/user_188,Maharashtra,0,0,"machine learning, fastapi Marketing project_impact:0.31201641287016296"
S00189,"python, spring, docker, excel, deep learning",Finance,30,0,1,0.2107802303829135,0,https://github.com/user_189,Maharashtra,0,1,"python, spring, docker, excel, deep learning Finance project_impact:0.2107802303829135"
S00190,"finance, excel, aws, android",Finance,18,0,0,0.285946355476527,1,https://github.com/user_190,Punjab,0,1,"finance, excel, aws, android Finance project_impact:0.285946355476527"
S00191,"aws, tableau, fastapi",Marketing,22,0,1,0.6964089528845664,1,https://github.com/user_191,Punjab,0,0,"aws, tableau, fastapi Marketing project_impact:0.6964089528845664"
S00192,"css, docker, sql",Backend Development,21,0,0,0.30794415214784104,1,https://github.com/user_192,Uttar Pradesh,1,0,"css, docker, sql Backend Development project_impact:0.30794415214784104"
S00193,"spring, matlab, finance, figma",Data Science,25,0,0,0.4890585606239113,1,https://github.com/user_193,Uttar Pradesh,0,1,"spring, matlab, finance, figma Data Science project_impact:0.4890585606239113"
S00194,"ios, gcp, spring, computer vision",Marketing,19,0,1,0.48396720962957346,1,https://github.com/user_194,Uttar Pradesh,0,0,"ios, gcp, spring, computer vision Marketing project_impact:0.48396720962957346"
S00195,"machine learning, c++, nodejs, css, spring",Data Science,29,0,1,0.25094518330019955,1,,Uttar Pradesh,1,1,"machine learning, c++, nodejs, css, spring Data Science project_impact:0.25094518330019955"
S00196,"business analysis, computer vision, aws, spring",Mobile,30,0,1,0.3171888396142937,1,https://github.com/user_196,Tamil Nadu,1,0,"business analysis, computer vision, aws, spring Mobile project_impact:0.3171888396142937"
S00197,"marketing, r, react",Frontend Design,31,0,0,0.19470445270566303,0,https://github.com/user_197,Kerala,0,0,"marketing, r, react Frontend Design project_impact:0.19470445270566303"
S00198,"kubernetes, marketing, finance",Marketing,23,1,0,0.3079747698029928,1,https://github.com/user_198,Punjab,0,0,"kubernetes, marketing, finance Marketing project_impact:0.3079747698029928"
S00199,"docker, python",Product,20,0,0,0.37488340722395536,0,https://github.com/user_199,Karnataka,1,1,"docker, python Product project_impact:0.37488340722395536"
S00200,"machine learning, fastapi",Product,31,0,0,0.22096127202987823,1,,Punjab,0,1,"machine learning, fastapi Product project_impact:0.22096127202987823"
S00201,"python, fastapi, marketing",Frontend Design,27,0,1,0.0829577467991948,1,https://github.com/user_201,Gujarat,0,1,"python, fastapi, marketing Frontend Design project_impact:0.0829577467991948"
S00202,"sales, r",Product,20,0,0,0.3681206060229847,1,https://github.com/user_202,Uttar Pradesh,1,0,"sales, r Product project_impact:0.3681206060229847"
S00203,"kubernetes, ux",Backend Development,25,0,0,0.35647379908544713,0,,Kerala,0,1,"kubernetes, ux Backend Development project_impact:0.35647379908544713"
S00204,"spring, r, finance",Mobile,26,0,1,0.34082185988134206,1,,Rajasthan,0,1,"spring, r, finance Mobile project_impact:0.34082185988134206"
S00205,"machine learning, computer vision, docker, gcp, ios",Backend Development,24,0,0,0.2326674962445505,0,,Punjab,0,0,"machine learning, computer vision, docker, gcp, ios Backend Development project_impact:0.2326674962445505"
S00206,"css, nodejs, deep learning",Frontend Design,25,0,0,0.04626855161231996,1,,West Bengal,0,1,"css, nodejs, deep learning Frontend Design project_impact:0.04626855161231996"
S00207,"aws, figma, gcp, business analysis",DevOps,23,1,0,0.610856404643733,1,https://github.com/user_207,Punjab,1,0,"aws, figma, gcp, business analysis DevOps project_impact:0.610856404643733"
S00208,"sql, python",Frontend Design,18,0,0,0.1913391951726717,1,,West Bengal,1,0,"sql, python Frontend Design project_impact:0.1913391951726717"
S00209,"sales, powerbi",Marketing,31,0,0,0.6081909398163842,1,https://github.com/user_209,Karnataka,0,0,"sales, powerbi Marketing project_impact:0.6081909398163842"
S00210,"java, sales, ios, excel, excel",Backend Development,24,0,0,0.058716740943585886,0,,Uttar Pradesh,0,0,"java, sales, ios, excel, excel Backend Development project_impact:0.058716740943585886"
S00211,"deep learning, aws, docker, nodejs, figma",DevOps,28,0,1,0.34187790136908874,1,,West Bengal,0,0,"deep learning, aws, docker, nodejs, figma DevOps project_impact:0.34187790136908874"
S00212,"sales, figma, aws, html, graphql",DevOps,28,0,1,0.12860775073258437,1,https://github.com/user_212,Maharashtra,0,0,"sales, figma, aws, html, graphql DevOps project_impact:0.12860775073258437"
S00213,"fastapi, flask, sql",Finance,19,0,0,0.46953612033400116,1,https://github.com/user_213,Maharashtra,0,0,"fastapi, flask, sql Finance project_impact:0.46953612033400116"
S00214,"excel, sales",Product,21,0,0,0.09420645501177534,1,https://github.com/user_214,Maharashtra,0,1,"excel, sales Product project_impact:0.09420645501177534"
S00215,"matlab, tableau, figma",Product,25,0,0,0.094770608730731,0,,Rajasthan,0,0,"matlab, tableau, figma Product project_impact:0.094770608730731"
S00216,"ios, sql, android",Mobile,28,0,0,0.5002904077817417,0,,Kerala,0,0,"ios, sql, android Mobile project_impact:0.5002904077817417"
S00217,"sales, docker",Mobile,29,0,0,0.45039365798649406,1,,Karnataka,0,0,"sales, docker Mobile project_impact:0.45039365798649406"
S00218,"graphql, java, marketing",Marketing,26,0,0,0.3304658882287099,1,https://github.com/user_218,Telangana,0,1,"graphql, java, marketing Marketing project_impact:0.3304658882287099"
S00219,"flask, figma, python",Frontend Design,23,0,0,0.37546132125075377,1,https://github.com/user_219,Telangana,0,0,"flask, figma, python Frontend Design project_impact:0.37546132125075377"
S00220,"aws, gcp",Backend Development,22,0,1,0.17631621101122713,1,,Gujarat,1,0,"aws, gcp Backend Development project_impact:0.17631621101122713"
S00221,"r, computer vision, fastapi, sql, marketing",Finance,18,0,0,0.3059285290268354,1,https://github.com/user_221,Maharashtra,0,1,"r, computer vision, fastapi, sql, marketing Finance project_impact:0.3059285290268354"
S00222,"ux, sales, business analysis, gcp",Backend Development,20,0,1,0.5314635141072818,0,,Gujarat,0,1,"ux, sales, business analysis, gcp Backend Development project_impact:0.5314635141072818"
S00223,"css, excel",Mobile,21,0,0,0.32555577065950103,1,https://github.com/user_223,Kerala,0,1,"css, excel Mobile project_impact:0.32555577065950103"
S00224,"java, c++, gcp",Frontend Design,20,0,0,0.6975315552702251,1,https://github.com/user_224,Uttar Pradesh,0,0,"java, c++, gcp Frontend Design project_impact:0.6975315552702251"
S00225,"java, excel, powerbi, r, business analysis",Product,21,0,0,0.4910073241271487,0,,Gujarat,0,1,"java, excel, powerbi, r, business analysis Product project_impact:0.4910073241271487"
S00226,"excel, nlp, python, css",Backend Development,25,0,0,0.36052497262781535,0,,West Bengal,0,1,"excel, nlp, python, css Backend Development project_impact:0.36052497262781535"
S00227,"figma, powerbi, machine learning, excel",Frontend Design,28,0,0,0.709829596281496,0,,Karnataka,1,0,"figma, powerbi, machine learning, excel Frontend Design project_impact:0.709829596281496"
S00228,"gcp, html, tableau, kubernetes, computer vision",DevOps,27,0,0,0.5460085796063187,0,https://github.com/user_228,Gujarat,0,1,"gcp, html, tableau, kubernetes, computer vision DevOps project_impact:0.5460085796063187"
S00229,"computer vision, css, figma, c++, machine learning",Marketing,30,0,0,0.30324405150251343,1,https://github.com/user_229,Karnataka,0,1,"computer vision, css, figma, c++, machine learning Marketing project_impact:0.30324405150251343"
S00230,"docker, machine learning",Product,29,1,0,0.35777754279635976,1,,Maharashtra,0,1,"docker, machine learning Product project_impact:0.35777754279635976"
S00231,"marketing, c++, docker",Product,28,0,0,0.13401130563141883,1,,Uttar Pradesh,1,1,"marketing, c++, docker Product project_impact:0.13401130563141883"
S00232,"matlab, docker, finance, ux",Product,19,0,0,0.2812017148005333,1,,Maharashtra,0,1,"matlab, docker, finance, ux Product project_impact:0.2812017148005333"
S00233,"excel, flask",Data Science,23,1,0,0.7001506052185763,0,https://github.com/user_233,Gujarat,0,0,"excel, flask Data Science project_impact:0.7001506052185763"
S00234,"java, tableau, ux",Data Science,27,1,0,0.5409778918465074,1,https://github.com/user_234,Telangana,0,0,"java, tableau, ux Data Science project_impact:0.5409778918465074"
S00235,"java, nlp, matlab, gcp, fastapi",DevOps,22,0,1,0.06620444076839188,0,,Rajasthan,1,0,"java, nlp, matlab, gcp, fastapi DevOps project_impact:0.06620444076839188"
S00236,"fastapi, excel, ux",Product,30,0,1,0.4671662585292762,1,,Maharashtra,1,1,"fastapi, excel, ux Product project_impact:0.4671662585292762"
S00237,"graphql, nlp",Product,26,0,1,0.19977087986735384,0,https://github.com/user_237,Uttar Pradesh,0,0,"graphql, nlp Product project_impact:0.19977087986735384"
S00238,"html, aws, c++, matlab, nodejs",Data Science,22,0,0,0.12433118639082426,1,https://github.com/user_238,West Bengal,0,0,"html, aws, c++, matlab, nodejs Data Science project_impact:0.12433118639082426"
S00239,"tableau, marketing, nodejs, ux",Mobile,29,0,1,0.19048558222880277,0,https://github.com/user_239,Kerala,0,0,"tableau, marketing, nodejs, ux Mobile project_impact:0.19048558222880277"
S00240,"figma, deep learning, computer vision",Frontend Design,24,0,0,0.3980182500704607,1,https://github.com/user_240,Punjab,0,0,"figma, deep learning, computer vision Frontend Design project_impact:0.3980182500704607"
S00241,"machine learning, spring",Marketing,23,0,0,0.5886245557173627,1,,Gujarat,0,0,"machine learning, spring Marketing project_impact:0.5886245557173627"
S00242,"flask, android, ios, c++, ux",Backend Development,25,1,0,0.13451979721218105,1,https://github.com/user_242,Kerala,1,1,"flask, android, ios, c++, ux Backend Development project_impact:0.13451979721218105"
S00243,"spring, html",DevOps,30,1,0,0.36768207803208225,1,,Telangana,0,1,"spring, html DevOps project_impact:0.36768207803208225"
S00244,"spring, computer vision, r",Backend Development,25,0,1,0.07371298559401544,1,,Gujarat,0,1,"spring, computer vision, r Backend Development project_impact:0.07371298559401544"
S00245,"figma, html, excel, gcp",Mobile,26,0,0,0.38044441587953254,0,,Punjab,0,1,"figma, html, excel, gcp Mobile project_impact:0.38044441587953254"
S00246,"flask, gcp, android",Backend Development,18,0,0,0.33557090526229955,1,,Telangana,0,0,"flask, gcp, android Backend Development project_impact:0.33557090526229955"
S00247,"machine learning, matlab, ios, css",Mobile,29,0,1,0.2315576982097372,1,,West Bengal,0,1,"machine learning, matlab, ios, css Mobile project_impact:0.2315576982097372"
S00248,"graphql, excel, ios, marketing",Mobile,31,1,0,0.5912300301661125,1,,Rajasthan,0,0,"graphql, excel, ios, marketing Mobile project_impact:0.5912300301661125"
S00249,"spring, computer vision",Marketing,18,0,1,0.06678520513131934,0,https://github.com/user_249,Karnataka,0,1,"spring, computer vision Marketing project_impact:0.06678520513131934"
S00250,"java, marketing, kubernetes, finance",Finance,20,0,0,0.16394134420338133,1,,Telangana,0,0,"java, marketing, kubernetes, finance Finance project_impact:0.16394134420338133"
S00251,"deep learning, matlab, spring, react, sales",Marketing,23,0,0,0.13674913918007528,1,,Punjab,0,1,"deep learning, matlab, spring, react, sales Marketing project_impact:0.13674913918007528"
S00252,"r, computer vision, sql, react, java",Backend Development,25,1,0,0.11890082695344166,1,https://github.com/user_252,Uttar Pradesh,0,0,"r, computer vision, sql, react, java Backend Development project_impact:0.11890082695344166"
S00253,"css, sql, flask, java",Frontend Design,18,0,0,0.2789773747644949,1,,Uttar Pradesh,0,0,"css, sql, flask, java Frontend Design project_impact:0.2789773747644949"
S00254,"aws, kubernetes",Mobile,30,0,0,0.09324014856368189,1,https://github.com/user_254,Gujarat,0,0,"aws, kubernetes Mobile project_impact:0.09324014856368189"
S00255,"excel, machine learning, excel, business analysis, html",Marketing,25,0,0,0.47786081117415935,1,https://github.com/user_255,Uttar Pradesh,0,0,"excel, machine learning, excel, business analysis, html Marketing project_impact:0.47786081117415935"
S00256,"html, powerbi, spring",Data Science,19,0,0,0.1397822653724284,1,https://github.com/user_256,Uttar Pradesh,0,1,"html, powerbi, spring Data Science project_impact:0.1397822653724284"
S00257,"ux, excel, react, sql, r",Frontend Design,21,0,0,0.1263149982795887,1,,Tamil Nadu,0,1,"ux, excel, react, sql, r Frontend Design project_impact:0.1263149982795887"
S00258,"r, business analysis, ux, deep learning",Data Science,27,0,1,0.641275280495208,1,,Uttar Pradesh,0,0,"r, business analysis, ux, deep learning Data Science project_impact:0.641275280495208"
S00259,"nodejs, ios, deep learning, sql",DevOps,26,0,0,0.47815813347639485,0,https://github.com/user_259,Uttar Pradesh,1,1,"nodejs, ios, deep learning, sql DevOps project_impact:0.47815813347639485"
S00260,"css, html, aws, fastapi, r",Data Science,29,0,0,0.3307260622054329,1,,Gujarat,0,0,"css, html, aws, fastapi, r Data Science project_impact:0.3307260622054329"
S00261,"java, machine learning, c++, matlab",Marketing,25,0,0,0.2486417803049886,1,https://github.com/user_261,Gujarat,0,0,"java, machine learning, c++, matlab Marketing project_impact:0.2486417803049886"
S00262,"ux, computer vision, sql",Product,20,0,0,0.4549524813159893,0,https://github.com/user_262,West Bengal,0,0,"ux, computer vision, sql Product project_impact:0.4549524813159893"
S00263,"react, nodejs, matlab, nlp",Mobile,22,0,0,0.5681638977118764,1,,West Bengal,0,0,"react, nodejs, matlab, nlp Mobile project_impact:0.5681638977118764"
S00264,"figma, java, spring, machine learning, nlp",Mobile,26,0,0,0.27729139740373354,1,,Gujarat,1,1,"figma, java, spring, machine learning, nlp Mobile project_impact:0.27729139740373354"
S00265,"sales, html, tableau",Frontend Design,20,0,1,0.4014762981578204,1,,Telangana,0,0,"sales, html, tableau Frontend Design project_impact:0.4014762981578204"
S00266,"html, graphql, deep learning, computer vision",Backend Development,18,0,0,0.54388587513007,1,,Karnataka,0,1,"html, graphql, deep learning, computer vision Backend Development project_impact:0.54388587513007"
S00267,"android, docker, css, excel",DevOps,25,0,0,0.13778520706728273,1,https://github.com/user_267,Rajasthan,0,1,"android, docker, css, excel DevOps project_impact:0.13778520706728273"
S00268,"ux, figma",Frontend Design,27,0,0,0.4565093366193773,1,,Maharashtra,0,0,"ux, figma Frontend Design project_impact:0.4565093366193773"
S00269,"sql, html, deep learning, nlp",Backend Development,24,1,1,0.6844829903165668,1,,Telangana,0,0,"sql, html, deep learning, nlp Backend Development project_impact:0.6844829903165668"
S00270,"excel, sql, gcp, flask, html",DevOps,31,0,0,0.29549512093962016,1,,Punjab,0,0,"excel, sql, gcp, flask, html DevOps project_impact:0.29549512093962016"
S00271,"figma, aws, powerbi, spring",Frontend Design,25,0,0,0.5789928967038358,1,https://github.com/user_271,Telangana,1,1,"figma, aws, powerbi, spring Frontend Design project_impact:0.5789928967038358"
S00272,"computer vision, ux, business analysis, r, excel",Backend Development,26,0,0,0.4053978762048292,1,,Gujarat,0,0,"computer vision, ux, business analysis, r, excel Backend Development project_impact:0.4053978762048292"
S00273,"html, r, c++, finance, excel",Product,20,0,0,0.486447136253856,0,https://github.com/user_273,Uttar Pradesh,0,0,"html, r, c++, finance, excel Product project_impact:0.486447136253856"
S00274,"marketing, sql",Data Science,19,0,0,0.04886381901003701,1,https://github.com/user_274,Maharashtra,1,1,"marketing, sql Data Science project_impact:0.04886381901003701"
S00275,"ux, css, figma, graphql",Backend Development,28,0,0,0.4437277414295595,1,,Uttar Pradesh,1,1,"ux, css, figma, graphql Backend Development project_impact:0.4437277414295595"
S00276,"powerbi, nlp, gcp, sales, marketing",Mobile,22,0,0,0.4788478436986875,0,https://github.com/user_276,Punjab,0,0,"powerbi, nlp, gcp, sales, marketing Mobile project_impact:0.4788478436986875"
S00277,"r, html",Finance,25,0,1,0.1623021555838519,0,https://github.com/user_277,West Bengal,0,1,"r, html Finance project_impact:0.1623021555838519"
S00278,"css, sql, aws, nodejs",Finance,29,0,1,0.30540101922765406,1,,Punjab,0,0,"css, sql, aws, nodejs Finance project_impact:0.30540101922765406"
S00279,"docker, graphql, kubernetes, aws",DevOps,27,0,0,0.046868566358804355,1,,Punjab,0,0,"docker, graphql, kubernetes, aws DevOps project_impact:0.046868566358804355"
S00280,"react, powerbi",Mobile,20,0,0,0.5196017910370538,1,https://github.com/user_280,Kerala,0,1,"react, powerbi Mobile project_impact:0.5196017910370538"
S00281,"tableau, android, sql, computer vision, fastapi",Finance,26,0,0,0.3366420777412546,1,,Punjab,0,1,"tableau, android, sql, computer vision, fastapi Finance project_impact:0.3366420777412546"
S00282,"c++, html",Backend Development,27,0,0,0.3714692400775454,0,https://github.com/user_282,Gujarat,0,0,"c++, html Backend Development project_impact:0.3714692400775454"
S00283,"tableau, figma",Data Science,27,0,0,0.22597989937293164,1,https://github.com/user_283,West Bengal,1,1,"tableau, figma Data Science project_impact:0.22597989937293164"
S00284,"sales, machine learning",Product,26,0,0,0.2669301003113194,1,https://github.com/user_284,Tamil Nadu,0,0,"sales, machine learning Product project_impact:0.2669301003113194"
S00285,"c++, python, flask, deep learning",Finance,28,0,0,0.037472792704690006,0,https://github.com/user_285,West Bengal,0,0,"c++, python, flask, deep learning Finance project_impact:0.037472792704690006"
S00286,"figma, business analysis",Product,28,0,0,0.14014440763724936,1,,Uttar Pradesh,0,0,"figma, business analysis Product project_impact:0.14014440763724936"
S00287,"business analysis, finance",Backend Development,20,0,0,0.20423248521647638,0,,Rajasthan,0,1,"business analysis, finance Backend Development project_impact:0.20423248521647638"
S00288,"sql, kubernetes",Product,27,0,0,0.4569160114236343,0,,Uttar Pradesh,0,0,"sql, kubernetes Product project_impact:0.4569160114236343"
S00289,"flask, ios, ux, finance, matlab",DevOps,22,0,1,0.47968801466987776,1,,Gujarat,0,1,"flask, ios, ux, finance, matlab DevOps project_impact:0.47968801466987776"
S00290,"kubernetes, tableau, computer vision",Product,21,0,1,0.3405472840141194,0,https://github.com/user_290,Uttar Pradesh,1,1,"kubernetes, tableau, computer vision Product project_impact:0.3405472840141194"
S00291,"python, powerbi",Mobile,23,0,0,0.13049674676645406,1,,Punjab,0,0,"python, powerbi Mobile project_impact:0.13049674676645406"
S00292,"nodejs, android, excel",Mobile,27,0,1,0.30346720413484063,1,https://github.com/user_292,Kerala,0,0,"nodejs, android, excel Mobile project_impact:0.30346720413484063"
S00293,"sales, gcp, tableau, nlp, java",Product,30,0,0,0.5417287235270173,1,,Punjab,0,1,"sales, gcp, tableau, nlp, java Product project_impact:0.5417287235270173"
S00294,"gcp, aws, flask, kubernetes",Frontend Design,23,0,0,0.29387507105869864,1,,Tamil Nadu,0,1,"gcp, aws, flask, kubernetes Frontend Design project_impact:0.29387507105869864"
S00295,"spring, aws, react, android",Data Science,29,0,0,0.4379214572450201,1,,Telangana,0,1,"spring, aws, react, android Data Science project_impact:0.4379214572450201"
S00296,"kubernetes, docker",DevOps,29,0,0,0.41641613407841804,1,https://github.com/user_296,Rajasthan,0,0,"kubernetes, docker DevOps project_impact:0.41641613407841804"
S00297,"computer vision, excel, sales",Product,18,0,1,0.1985072769860654,1,https://github.com/user_297,Gujarat,0,0,"computer vision, excel, sales Product project_impact:0.1985072769860654"
S00298,"docker, machine learning, deep learning, nodejs",Marketing,27,0,0,0.14855746509322396,1,https://github.com/user_298,Rajasthan,0,1,"docker, machine learning, deep learning, nodejs Marketing project_impact:0.14855746509322396"
S00299,"ux, machine learning, figma, react",Finance,30,0,0,0.1737132956560593,1,https://github.com/user_299,Uttar Pradesh,0,0,"ux, machine learning, figma, react Finance project_impact:0.1737132956560593"
S00300,"tableau, deep learning, c++, docker, business analysis",Data Science,26,0,1,0.4632539924084907,1,,Tamil Nadu,1,0,"tableau, deep learning, c++, docker, business analysis Data Science project_impact:0.4632539924084907"
S00301,"html, r, python",Finance,20,0,0,0.6563773307642026,1,https://github.com/user_301,Maharashtra,0,1,"html, r, python Finance project_impact:0.6563773307642026"
S00302,"excel, fastapi",DevOps,26,0,1,0.35108723922176066,1,,Rajasthan,0,0,"excel, fastapi DevOps project_impact:0.35108723922176066"
S00303,"tableau, excel, gcp, business analysis, machine learning",Marketing,19,0,0,0.30965186972675696,1,,Rajasthan,0,0,"tableau, excel, gcp, business analysis, machine learning Marketing project_impact:0.30965186972675696"
S00304,"android, powerbi",Finance,19,0,1,0.5837917834842447,1,https://github.com/user_304,Punjab,0,0,"android, powerbi Finance project_impact:0.5837917834842447"
S00305,"tableau, ux",Frontend Design,29,0,1,0.17182271074406286,0,https://github.com/user_305,Tamil Nadu,0,0,"tableau, ux Frontend Design project_impact:0.17182271074406286"
S00306,"docker, fastapi, machine learning, nodejs",Data Science,30,0,0,0.3642643809684165,0,,Karnataka,0,0,"docker, fastapi, machine learning, nodejs Data Science project_impact:0.3642643809684165"
S00307,"spring, machine learning, powerbi, ios",Mobile,23,1,0,0.15818476169608284,1,,West Bengal,0,0,"spring, machine learning, powerbi, ios Mobile project_impact:0.15818476169608284"
S00308,"ios, python, sales",Marketing,19,0,0,0.5927326862905717,0,,Rajasthan,0,1,"ios, python, sales Marketing project_impact:0.5927326862905717"
S00309,"fastapi, aws, react, deep learning",Finance,24,1,1,0.5414016472753949,1,https://github.com/user_309,Gujarat,1,0,"fastapi, aws, react, deep learning Finance project_impact:0.5414016472753949"
S00310,"sales, c++, nodejs",Marketing,30,0,0,0.25298124952179635,0,https://github.com/user_310,Uttar Pradesh,0,0,"sales, c++, nodejs Marketing project_impact:0.25298124952179635"
S00311,"business analysis, java",DevOps,19,0,0,0.4633939053951723,1,,Punjab,1,1,"business analysis, java DevOps project_impact:0.4633939053951723"
S00312,"c++, marketing, android, fastapi",Backend Development,20,0,1,0.29154088864943384,1,https://github.com/user_312,Rajasthan,0,0,"c++, marketing, android, fastapi Backend Development project_impact:0.29154088864943384"
S00313,"marketing, aws, tableau, finance",Backend Development,26,0,0,0.32574709045381683,1,,Telangana,0,1,"marketing, aws, tableau, finance Backend Development project_impact:0.32574709045381683"
S00314,"python, c++, java, finance, powerbi",Mobile,31,1,0,0.22692799684183812,1,https://github.com/user_314,Kerala,0,0,"python, c++, java, finance, powerbi Mobile project_impact:0.22692799684183812"
S00315,"ux, excel, powerbi, deep learning",DevOps,25,0,1,0.22538386913909791,0,https://github.com/user_315,Punjab,0,1,"ux, excel, powerbi, deep learning DevOps project_impact:0.22538386913909791"
S00316,"java, business analysis",Marketing,28,0,1,0.3167131871588525,0,,Punjab,0,0,"java, business analysis Marketing project_impact:0.3167131871588525"
S00317,"css, aws, r, docker, matlab",Product,28,0,0,0.209160341181741,1,https://github.com/user_317,Punjab,1,0,"css, aws, r, docker, matlab Product project_impact:0.209160341181741"
S00318,"c++, r, android, sql, figma",Product,22,0,1,0.2411290575691843,1,,Rajasthan,1,0,"c++, r, android, sql, figma Product project_impact:0.2411290575691843"
S00319,"excel, sales",Data Science,31,1,0,0.33813894581025283,1,,Punjab,1,1,"excel, sales Data Science project_impact:0.33813894581025283"
S00320,"react, fastapi, python, flask",Product,26,0,1,0.13350009964855952,1,,Maharashtra,1,0,"react, fastapi, python, flask Product project_impact:0.13350009964855952"
